0.06,0.06,0.02,0.04,+1
0.06,0.06,0.02,0.02,+1
0.02,0.16,0.02,0.02,+1
0.06,0.16,0.02,0.02,+1
0.06,0.06,0.02,0.02,+1
0.04,0.04,0.02,0.02,+1
0.02,0.06,0.02,0.02,+1
0.02,0.02,0.02,0.02,+1
0.16,0.02,0.02,0.02,+1
0.04,0.02,0.18,0.18,+1
0.04,0.06,0.02,0.02,+1
0.04,0.02,0.02,0.04,+1
0.04,0.04,0.18,0.18,+1
0.06,0.02,0.02,0.02,+1
0.02,0.02,0.02,0.02,+1
0.02,0.02,0.02,0.02,+1
0.02,0.02,0.18,0.02,+1
0.02,0.02,0.02,0.02,+1
0.02,0.02,0.04,0.02,+1
0.02,0.16,0.02,0.02,+1
0.02,0.16,0.02,0.02,+1
0.06,0.02,0.02,0.02,+1
0.16,0.02,0.02,0.02,+1
0.06,0.04,0.02,0.02,+1
0.02,0.02,0.18,0.18,+1
0.02,0.04,0.18,0.18,+1
0.16,0.06,0.02,0.02,+1
0.02,0.02,0.04,0.02,+1
0.06,0.06,0.02,0.02,+1
0.04,0.16,0.02,0.02,+1
0.08,0.04,0.02,0.06,-1
0.02,0.02,0.02,0.06,-1
0.02,0.02,0.06,0.04,-1
0.02,0.02,0.04,0.02,-1
0.14,0.08,0.02,0.02,-1
0.14,0.08,0.02,0.02,-1
0.02,0.02,0.02,0.06,-1
0.02,0.02,0.02,0.02,-1
0.08,0.04,0.02,0.02,-1
0.14,0.02,0.02,0.02,-1
0.02,0.02,0.02,0.02,-1
0.14,0.02,0.02,0.02,-1
0.14,0.02,0.02,0.02,-1
0.14,0.02,0.02,0.02,-1
0.02,0.14,0.02,0.02,-1
0.02,0.02,0.06,0.06,-1
0.02,0.02,0.02,0.02,-1
0.02,0.02,0.02,0.02,-1
0.02,0.02,0.04,0.04,-1
0.02,0.02,0.02,0.02,-1
