-=-=-=-=-=-=-=-==-=-=-=-==-=-=-=-=-=-==-=-=-=-分词
新|8|0.12307692307692308
null|22|0.3384615384615385
虽|1|0.015384615384615385
的|13|0.2
留待|1|0.015384615384615385
以退为进|1|0.015384615384615385
宽|2|0.03076923076923077
小|1|0.015384615384615385
里|3|0.046153846153846156
观念|1|0.015384615384615385
发展|1|0.015384615384615385
和|1|0.015384615384615385
事业|1|0.015384615384615385
广阔|3|0.046153846153846156
会|1|0.015384615384615385
--------------------------------------------
相连|1|0.015384615384615385
欢|1|0.015384615384615385
null|11|0.16923076923076924
对立统一|1|0.015384615384615385
与|1|0.015384615384615385
长存|1|0.015384615384615385
于|1|0.015384615384615385
在|1|0.015384615384615385
间|4|0.06153846153846154
感|2|0.03076923076923077
泣鬼神|1|0.015384615384615385
交|1|0.015384615384615385
造化|1|0.015384615384615385
铭|1|0.015384615384615385
德高望重|1|0.015384615384615385
喜洋洋|2|0.03076923076923077
撼|1|0.015384615384615385
的|1|0.015384615384615385
便|1|0.015384615384615385
传|1|0.015384615384615385
意|1|0.015384615384615385
连|1|0.015384615384615385
之间|1|0.015384615384615385
是|1|0.015384615384615385
有|1|0.015384615384615385
--------------------------------------------
体育|6|0.09230769230769231
null|11|0.16923076923076924
喜剧|1|0.015384615384615385
文化|4|0.06153846153846154
读书|2|0.03076923076923077
在|2|0.03076923076923077
富通|1|0.015384615384615385
电脑|1|0.015384615384615385
声屏|1|0.015384615384615385
迈|1|0.015384615384615385
-=-=-=-=-=-=-=-==-=-=-=-==-=-=-=-=-=-==-=-=-=-三层
Eb28|8|0.12307692307692308
null|24|0.36923076923076925
Kc04|1|0.015384615384615385
Kd01|13|0.2
Ea04|5|0.07692307692307693
Ea03|1|0.015384615384615385
Da05|3|0.046153846153846156
Df01|1|0.015384615384615385
Ie12|1|0.015384615384615385
Kc01|1|0.015384615384615385
Di18|1|0.015384615384615385
Di23|1|0.015384615384615385
--------------------------------------------
Ka11|1|0.015384615384615385
Ee09|1|0.015384615384615385
null|14|0.2153846153846154
Hj20|1|0.015384615384615385
Jd01|1|0.015384615384615385
Kb04|1|0.015384615384615385
Kb01|1|0.015384615384615385
Ca06|5|0.07692307692307693
Df01|2|0.03076923076923077
Hi27|1|0.015384615384615385
Da08|1|0.015384615384615385
Ed25|1|0.015384615384615385
Ga01|2|0.03076923076923077
Je02|1|0.015384615384615385
Kd01|1|0.015384615384615385
Ed48|1|0.015384615384615385
Dk26|1|0.015384615384615385
Dk10|1|0.015384615384615385
Kc06|1|0.015384615384615385
Ja01|1|0.015384615384615385
Jd04|1|0.015384615384615385
--------------------------------------------
Dk01|10|0.15384615384615385
null|13|0.2
Dk29|1|0.015384615384615385
Hg08|2|0.03076923076923077
Kb01|2|0.03076923076923077
Bo01|1|0.015384615384615385
Fb01|1|0.015384615384615385
-=-=-=-=-=-=-=-==-=-=-=-==-=-=-=-=-=-==-=-=-=-单层
E|14|0.2153846153846154
null|24|0.36923076923076925
K|15|0.23076923076923078
D|6|0.09230769230769231
I|1|0.015384615384615385
--------------------------------------------
K|5|0.07692307692307693
E|3|0.046153846153846156
null|14|0.2153846153846154
H|2|0.03076923076923077
J|4|0.06153846153846154
C|5|0.07692307692307693
D|5|0.07692307692307693
G|2|0.03076923076923077
--------------------------------------------
D|11|0.16923076923076924
null|13|0.2
H|2|0.03076923076923077
K|2|0.03076923076923077
B|1|0.015384615384615385
F|1|0.015384615384615385
